発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1990-12-19,フェイス,不思議の夢のアリス,-,3,ACT,"￥6,400","￥6,500代",0,1,,,ながさわみきや,YASUSHI.O|ジャイアン JOE|ジャイアン JOE|まつくらちひろ,松平あこ,,三金堂,
1990-12-21,NECアベニュー,アウトラン,-,4,RCG,"￥7,200","￥7,000代",0,1,,,三船敏(アーケード)|香川忠司(アーケード)|大江玲(アーケード)|中裕司(セガ・マークⅢ),鈴木裕(アーケード)|石井洋児(アーケード)|松浦稔(アーケード)|貞森康毅(セガ・マークⅢ),川口博史(アーケード)|上保徳彦(セガ・マークⅢ),,,
1990-12-21,フェイス,クロスワイバー,-,4,ACT,"￥6,700","￥6,500代",0,1,,,,,,,,
1990-12-21,エイコム,天聖龍,-,3,SHT,"￥7,200","￥7,000代",0,1,,,,,岡村静良|TECCHAN,,,
1990-12-21,ナグザット,魔界プリンスどらぼっちゃん,-,3,ACT,"￥6,700","￥6,500代",0,1,,,,,,,,
1990-12-22,ハドソン,桃太郎伝説II(Vol.35),30,5,RPG,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-01-08,データイースト,オーバーライド,31,2,SHT,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-01-18,タイトー,カダッシュ,-,3,A-PRG,"￥6,500","￥6,500代",0,1,,辻野浩司,堀崇真,辻野浩司|辻野浩司|仙波隆綱|加藤久和|五十嵐恒三|岩田吉弘|篠田徹也|小川貴之|今枝賢一,西賢二,,はせがわけいすけ,
1991-01-18,ハドソン,ジャッキーチェン(Vol.36),-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-01-25,タイトー,S.C.I.,-,4,RCG,"￥7,200","￥7,000代",0,1,,,George K-5|菊池優一|David Uematsu|さこかずのり,酒匂弘幸|堀内文雄|西川英治|山田たかし|おおまえこうじ|河本憲孝|川岸誠治|伏屋一勝|GOMACHAN|もりもとみなこ|五十嵐恒三|仙波隆綱|篠田徹也|小川貴之,ZUNTATA|浅野孝已(ゴダイゴ),,,
1991-02-15,タイトー,パラソルスター,-,3,ACT,"￥6,600","￥6,500代",0,1,,鈴木治雄,鈴木治雄|かわのせら,内村語|LIGHT STONE|伊藤啓司|大原和浩,山田靖子|TURBO MIRA,内村語,西角友宏,
1991-02-22,ハドソン,オルディネス,-,6,SHT,"￥9,800","￥10,000代",0,1,,今田真二,鈴木俊之,H.HARADA,星恵太,,,
1991-02-22,RIOT,パズルボーイ,-,2,PZL,"￥6,400","￥6,500代",0,1,,,,,増子司,,,
1991-02-28,T.S.S.,デッドムーン,-,4,SHT,"￥7,400","￥7,500代",0,1,,,,,,,,
1991-03-01,ヒューマン,ファイナルマッチテニス,32,2,SPT,"￥5,700","￥5,500代",0,1,,,,,,,,
1991-03-08,メディアリング,ゼロヨンチャンプ,-,4,RCG,"￥6,900","￥7,000代",0,1,,神長豊,上嶋満也|上坂和幹|水林準次|高松馨,神長豊|三好八太郎|井伊誠|安部直子|小滝佳治,佐々木筑柴,神長豊,松木吉彦|小林靖彦,
1991-03-15,ナムコ,おぼっちゃまくん,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,藤田宗克,宮原恵太,桶谷顕|桜井正明|真保裕一ほか,,
1991-03-15,ナグザット,タイタン,-,2,PZL,"￥5,900","￥6,000代",0,1,,,,,,,,
1991-03-15,アイレム,レジェンドオブヒーロートンマ(Vol.5),-,4,ACT,"￥7,000","￥7,000代",0,1,,,,,,,,
1991-03-21,ナムコ,プロ野球ワールドスタジアム'91,-,2,SPT,"￥5,800","￥6,000代",0,1,,,,岸本好弘,,,,
1991-03-22,ナグザット,1943改,-,4,SHT,"￥7,200","￥7,000代",0,1,,,BLBON,船水紀孝|DECHIKUN|佐藤直子|MIKI CHAN|河本憲孝|AHO NO SAKATA,坂口義弘|民谷淳子|松前真奈美|藤田晴美,,岡本吉起,
1991-03-29,ビクター音楽産業,TVスポーツフットボール,-,3,SPT,"￥6,700","￥6,500代",0,1,,,,,,,,
1991-03-29,レーザーソフト,コラムス,-,1,PZL,"￥6,400","￥6,500代",0,1,,,,ジェイ・ギールセン,上保徳彦,,,
1991-03-29,データイースト,サイレントデバッガーズ,-,4,SHT,"￥6,800","￥7,000代",0,1,,A.KAWAI,笹本浩司,TDR WATANABE|68000 ISIRO,酒井省吾|岩崎正明|三浦孝史|高濱祐輔|鈴木雄司,,兼安時紀,
1991-03-29,メサイヤ,モトローダーII,-,3,RCG,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-04-05,ハドソン,ポピュラス(Vol.37),-,4,SLG,"￥7,800","￥8,000代",0,1,,,,,,,,
1991-04-06,ユニポスト,サーカスライド,-,2,PZL,"￥5,400","￥5,500代",0,1,,,,,,,,
1991-04-12,ナグザット,エターナルシティ都市転送計画,-,3,SHT,"￥6,900","￥7,000代",0,1,,,,,,,,
1991-04-19,ハドソン,アドベンチャーアイランド(Vol.38),-,2,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,
1991-04-27,メサイヤ,改造町人シュビビンマン2～新たなる敵～,-,4,ACT,"￥6,600","￥6,500代",0,1,,梅木克彦,後藤誠,斉藤智晴|うらべ・すう|斉藤智晴,葉山宏治,うらべ・すう,土田俊郎,
1991-05-24,マイクロキャビン,ハットリス,-,1,PZL,"￥5,800","￥6,000代",0,1,,,,アレクセイ・パジトノフ|ウラジーミル・ポヒルコ,,,,
1991-06-21,ハドソン,パワーイレブン(Vol.39),-,3,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,
1991-07-05,ハドソン,ファイナルソルジャー(Vol.40),-,4,SHT,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-07-06,I.G.S.,トリッキー,-,2,PZL,"￥6,700","￥6,500代",0,1,,,,,,,,
1991-07-12,ニチブツ,F1サーカス'91,-,4,RCG,"￥6,900","￥7,000代",0,1,,,,,,,,
1991-07-19,ハドソン,PC原人2(Vol.41),-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-07-19,アイレム,レーシング魂(Vol.6),-,4,RCG,"￥7,000","￥7,000代",0,1,,,,,,,,
1991-07-21,フェイス,メタルストーカー,-,4,SHT,"￥6,980","￥7,000代",0,1,,那須寛之,ながさわみきや|まるやまのぼる|あきやままさゆき,那須寛之|ひろき真冬,斉藤博人|たかはしのぞむ,,,
1991-08-02,ビクター音楽産業,スクウィーク,-,2,PZL,"￥6,400","￥6,500代",0,1,,,,Laurent Arditi|Stephane Ducasse,,,,
1991-08-09,タイトー,はなたーかだか!?,-,4,SHT,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-08-09,ハドソン,パワーリーグ4(Vol.42),-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-08-23,ハドソン,1941カウンターアタック,-,6,SHT,"￥9,800","￥10,000代",0,1,,,,,,,,
1991-08-30,パックインビデオ,パワーゲイト,-,2,SHT,"￥6,200","￥6,000代",0,1,,,,,,,,
1991-08-30,ヒューマン,ファイヤープロレスリング2ndBOUT,-,4,SPT,"￥6,900","￥7,000代",0,1,,市瀬大輔|茶々丸,柳田文樹|かないまさとし|てしまてるゆき,笹沢英昭|市瀬大輔|小杉和則|阿部賢一,庭山博也|田中宏典|大谷哲司|山崎正通,,,
1991-09-06,NEC-HE,天の声バンク,-,1,RAM,"￥3,880","￥4,000代",0,1,,,,,,,,
1991-09-20,タイトー,ヒットジアイス,-,3,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,
1991-09-20,ナムコ,ワールドジョッキー,-,2,SPT,"￥5,800","￥6,000代",0,1,,,T.FUKUMOTO|宇田川治久|はなおかくみ,,小沢純子,,,
1991-09-27,メサイヤ,どらごんEGG!,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-09-27,ハドソン,ニュートピアII(Vol.43),-,5,A-PRG,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-09-27,NECアベニュー,森田将棋PC,-,4,ETC,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-10-04,アトラス,メソポタミア,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,
1991-10-18,ナムコ,ワールドサーキット,-,2,RCG,"￥5,800","￥6,000代",0,1,,,,,,,,
1991-10-26,NEC-HE/ハドソン,スーパーシステムカードVer3.0,-,2,SYS,"￥9,800","￥10,000代",0,1,,,,,,,KENJI KISAKI,
1991-11-08,フェイス,タイムクルーズⅡ,-,4,ETC,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-11-15,コナミ,グラディウス,-,2,SHT,"￥6,000","￥6,000代",0,1,,,,,,,,
1991-11-15,パルソフト（クエスト）,マジカルチェイス,-,4,SHT,"￥7,800","￥8,000代",0,1,,皆川裕史,TAT.P|ASM|MASA.H|M.OGAWA,SUGURU.T|皆川裕史,岩田匡治|崎元仁,,,
1991-11-22,ハドソン,雷電(Vol.44),-,5,SHT,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-11-29,ナグザット,コリューン,-,4,SHT,"￥6,800","￥7,000代",0,1,,,高岡義晴,高岡義晴|もりけん,松下寿志|森島大祐,,,
1991-11-29,パックインビデオ,スーパーメタルクラッシャー,-,2,SLG,"￥6,200","￥6,000代",0,1,,,,,,,,
1991-11-29,ニチブツ,ファイティングラン,-,4,ACT,"￥6,900","￥7,000代",0,1,,KOTOBUKI,UME,KOTOBUKI|TERMI|ROBOTMAN|HORINO|KENJI,船場洋志,,,
1991-11-29,アスク講談社,モンスタープロレス,-,4,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,
1991-11-29,ホームデータ,将棋初心者無用,-,2,ETC,"￥7,300","￥7,500代",0,1,,,,,,,,
1991-12-06,ハドソン,ドラえもんのび太のドラビアンナイト(Vol.46),-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,
1991-12-06,ナグザット,バブルガムクラッシュ,-,4,ADV,"￥7,200","￥7,000代",0,1,,,,園田健一|園田健一(PART1)|柿沼秀樹(PART1 - 3)|荒牧伸志(PART1 - 3),中沢武仁(第1・3話)|太田美知彦(第2話),鈴木敏充,,
1991-12-06,コナミ,沙羅曼蛇,-,4,SHT,"￥6,000","￥6,000代",0,1,,,町口浩康|たけもとみつお|高取利明|みのわいくこ,町口浩康|櫻井潤|よしたかみき|ばんどういくこ,波多野よしあき(SE・プログラム)|東野美紀(作曲),,,
1991-12-13,NEC-HE,ゲンジ通信あげだま,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,水谷兼之介(原案)|辻初樹,佐橋俊彦,富田祐弘|さくまあきら,,
1991-12-13,メディアリング,スパイラルウェーブ,-,4,RPG,"￥6,900","￥7,000代",0,1,,,,,,,,
1991-12-13,NHKエンタープライズ,にこにこぷん,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-12-13,ココナッツジャパン,バリスティックス,-,2,SHT,"￥6,900","￥7,000代",0,1,,,,,ドン・デイヴィス,アラン・マッケルロイ,,
1991-12-20,ハドソン,スーパー桃太郎電鉄Ⅱ(Vol.45),-,5,ETC,"￥6,800","￥7,000代",0,1,,,,,,,,
1991-12-27,ナムコ,ドラゴンセイバー,-,4,SHT,"￥6,800","￥7,000代",0,1,,,"""ALL OR NOT""NISHIMAKI|""SHIOHIGALER""ITO",根来司|O!SUGI|石川達也|KIM 045|H.MIYSIMA|SHIGEMARU|MA.HA.HO|TEJIMA|NAKAMURA|WAGATUMA|YOSINAMI|YANAGIHARA,細江慎治,石川達也,ASINAGA BUCHO|YOKO BOSS,
1992-01-04,アイマックス,冒険男爵ドン,-,4,SHT,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-01-10,ナムコ,ちびまる子ちゃんクイズでピーヒャラ,-,4,ETC,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-01-17,タイトー,ミズバク大冒険,-,4,ACT,"￥7,400","￥7,500代",0,1,,平松信宏|松本俊明,石田一朋|ながはらくさご|つねきよこうじ|黒沢孝,平松信宏|平松信宏|鯨井洋代|岩田吉弘|PEACOCK|V.A.P,海野和子|小倉久佳,,,
1992-01-24,ハドソン,忍者龍剣伝(Vol.47),-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,
1992-01-31,NHKエンタープライズ,NHK大河ドラマ太平記,-,4,SLG,"￥6,500","￥6,500代",0,1,,,,,,池端俊策 他,,
1992-01-31,トンキンハウス,サイバードッジ,-,4,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-02-21,コナミ,パロディウスだ!～神話からお笑いへ～,-,6,SHT,"￥9,800","￥10,000代",0,1,,,徳田典,GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN,村岡一樹,,,
1992-02-28,コナミ,出たな!!ツインビー,-,4,SHT,"￥6,800","￥7,000代",0,1,,おおさわまさと,しもむらとおる,SHUZILOW.HA,前沢秀憲|山根ミチル|中島正恵,,,
1992-02-28,UPL,麻雀覇王伝カイザーズクエスト,-,4,ETC,"￥7,200","￥7,000代",0,1,,,,,,,,
1992-03-06,メディアリング,トイレキッズ,-,4,SHT,"￥6,900","￥7,000代",0,1,,井関靖典,POMOO PETARO,さとうひろ|HAGICHAN,T's MUSIC,,松木吉彦|菅原尚志,
1992-03-13,ココナッツジャパン,パチ夫君十番勝負,-,4,ETC,"￥7,900","￥8,000代",0,1,,,,,,,,
1992-03-13,タイトー,極楽!中華大仙,-,3,SHT,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-04-03,ナグザット,熱血高校ドッジボール部PCサッカー編,-,4,SPT,"￥6,900","￥7,000代",0,1,,豊嶋真人,宮串英明|松田康,井伊誠|AKKO-CHAN,西川浩史,,,
1992-04-07,ナムコ,源平討魔伝巻の弐,-,4,ACT,"￥6,800","￥7,000代",0,1,,じぇいじぇい|ぱやぱや,東尾直樹|しるねた,守谷勝|吉田大也,がっぴー|奥山みよし|ひろよん,H.CHATANI,,
1992-06-05,ナムコ,ドルアーガの塔,-,4,ACT,"￥6,800","￥7,000代",0,1,,,内藤智,遠藤雅伸|篠崎雄一郎,小沢純子,,,
1992-06-26,ハドソン,高橋名人の新冒険島(Vol.49),-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,
1992-07-10,ハドソン,ソルジャーブレイド(Vol.50),-,4,SHT,"￥6,500","￥6,500代",0,1,,,,,,,上領亘,
1992-07-24,タイトー,TATSUJINタツジン,-,4,SHT,"￥7,200","￥7,000代",0,1,,,弓削雅稔,荻原直樹|清水由美子,弓削雅稔,,弓削雅稔,
1992-07-24,ビクター音楽産業,ストラテゴ,-,2,ETC,"￥6,900","￥7,000代",0,1,,,,,,,,
1992-08-07,ハドソン,パワーリーグ5(Vol.51),-,5,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-09-25,ハドソン,炎の闘球児ドッジ弾平(Vol.52),-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,
1992-10-02,アイレム,激写ボーイ(Vol.7),31,4,ACT,"￥7,000","￥7,000代",0,1,,,,,,,,
1992-10-10,ハドソン,パワースポーツ(Vol.53),-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,
1992-11-13,ヒューマン,ファイアープロレスリング3レジェンドバウト,-,6,SPT,"￥7,900","￥8,000代",0,1,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1992-11-20,ハドソン,PC電人(Vol.54),-,4,SHT,"￥6,500","￥6,500代",0,1,,,,,,,,
1992-11-27,ニチブツ,テラクレスタIIマンドラーの逆襲,-,4,SHT,"￥6,900","￥7,000代",0,1,,,,,,,,
1992-12-04,ハドソン,桃太郎伝説外伝第一集(Vol.55),-,4,RPG,"￥6,500","￥6,500代",0,1,,,,,,,,
1992-12-11,ハドソン,ボンバーマン'93(Vol.56),-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,
1992-12-18,ニチブツ,F1サーカス'92,-,4,RCG,"￥7,400","￥7,500代",0,1,,,,,,,,
1993-02-10,ハドソン,バトルロードランナー(Vol.57),-,2,PZL,"￥5,800","￥6,000代",0,1,,,,,,,,
1993-02-19,ナグザット,つっぱり大相撲平成版,-,2,SPT,"￥6,300","￥6,500代",0,1,,,,,,,,
1993-03-02,ハドソン,PC原人3(Vol.58),-,6,ACT,"￥7,200","￥7,000代",0,1,,,,,,,,
1993-04-29,ビクター音楽産業,TVスポーツアイスホッケー,-,3,SPT,"￥7,200","￥7,000代",0,1,,,,,,,,
1993-04-29,ビクター音楽産業,TVスポーツバスケットボール,-,4,SPT,"￥7,200","￥7,000代",0,1,,,,,,,,
1993-05-14,ニチブツ,Jリーググレイテストイレブン,-,4,SPT,"￥7,400","￥7,500代",0,1,,,,,,,,
1993-06-12,NEC-HE,ストリートファイターII',34,9,ACT,"￥9,800","￥10,000代",0,1,,西谷亮,,西谷亮(NIN)|安田朗(AKIMAN),下村陽子|阿部功,,岡本吉起,
1993-06-25,ハドソン,パワーテニス(Vol.59),-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,
1993-10-15,ハドソン,パワーリーグ'93(Vol.60),-,5,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,
1993-12-10,ハドソン,ボンバーマン'94(Vol.61),-,6,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,
1994-01-15,ヒューマン,フォーメーションサッカーオンJリーグ,-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,
1994-03-12,NEC-HE,アーケードカードDUO,-,7,RAM,"￥12,800","￥13,000代",0,1,,,,,,,,
1994-03-12,NEC-HE,アーケードカードPRO,-,8,RAM,"￥17,800","￥18,000代",0,1,,,,,,,,
1994-12-16,NEC-HE,21エモンめざせホテル王,-,4,ETC,"￥6,800","￥7,000代",0,1,,,,,,,,
1988-01-01,ハドソン,パワーリーグオールスターゴールドヒューカード,-,2,SPT,非売品,非売品,0,1,,,,,,,,
1989-01-01,ハドソン,ガンヘッドスペシャルバージョン,-,3,SHT,非売品,非売品,0,1,,,,,,,,
1990-03-16,NECアベニュー,ダライアスα,-,5,SHT,非売品,非売品,0,1,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1990-01-01,ハドソン,ボンバーマンユーザーズバトル,-,2,ACT,非売品,非売品,0,1,,,,,,,,
1990-01-01,ハドソン,スーパースターソルジャースペシャルバージョン,-,4,SHT,非売品,非売品,0,1,,,,,,,,
1991-01-01,ハドソン,ファイナルソルジャースペシャルバージョン,-,4,SHT,非売品,非売品,0,1,,,,,,,,
1992-01-01,ハドソン,ソルジャーブレイドスペシャルバージョン,-,4,SHT,非売品,非売品,0,1,,,,,,,,
1992-01-01,ハドソン,ボンバーマン'93スペシャルバージョン,-,4,ACT,非売品,非売品,0,1,,,,,,,,
1993-01-01,ハドソン,PC原人3体験版,-,5,ACT,非売品,非売品,0,1,,,,,,,,
1991-12-26,GamesExpress,アイドル花札ファンクラブ,-,4,ETC,"￥8,900","￥9,000代",0,1,,,,,,,,
1992-04-16,GamesExpress,究極麻雀アイドルグラフィック,-,4,ETC,"￥8,900","￥9,000代",0,1,,,,,,,,
1992-07-13,GamesExpress,レディソード-略奪された10人の乙女-,-,6,RPG,"￥9,800","￥10,000代",0,1,,,,,,,,
1992-09-14,GamesExpress,PCパチスロアイドルギャンブラー,-,4,ETC,"￥8,900","￥9,000代",0,1,,,,,,,,
1992-12-24,GamesExpress,AVポーカーワールドギャンブラー,-,4,ETC,"￥8,900","￥9,000代",0,1,,,,,,,,
1993-02-23,GamesExpress,ボディコンクエストII,-,4,RPG,"￥8,900","￥9,000代",0,1,,,,,,,,
1993-10-08,GamesExpress,究極麻雀2スーパーアイドルグラフィック,-,4,ETC,"￥8,900","￥9,000代",0,1,,,,,,,,
1993-01-01,GamesExpress,HACKERCDCARDGAMESEXPRESSCDCARD1993,-,10,ETC,非売品,非売品,0,1,,,,,,,,
1994-03-26,GamesExpress,ストリップファイターII,-,6,ACT,"￥9,800","￥10,000代",0,1,,,,,,,,
1994-05-13,GamesExpress,クイズ投稿写真,-,6,ETC,"￥9,800","￥10,000代",0,1,,,,,,,,
1988-12-04,ハドソンNEC,ファイティング・ストリート💿,-,11,ACT,調査中,調査中,0,2,,西山隆志,こいけひろし|すがはらのぶやす,松本裕司(プランナー)|CRUSHER ICHI|DABADA ATSUSHI|BONSOIR YUKO|OGAN MIYUKI|BRAVO OYU|INNOCENT SAICHO,坂口由洋,,,
1988-12-04,ハドソン,No・Ri・Ko💿,-,11,ADV,調査中,調査中,0,2,,,,,,,,
1988-12-23,ハドソン,ビックリマン大事界💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1989-03-31,ハドソン,コブラ黒竜王の伝説💿,-,11,ADV,調査中,調査中,0,2,,酒井啓行,飛田雅宏,秋元哲也|角谷篤志,中村暢之,島田良尚|長山豊|伝田由紀,,
1989-06-23,日本テレネット、NEC,ヴァリスII💿,-,11,ACT,調査中,調査中,0,2,,,,,,,,
1989-06-30,ハドソン,天外魔境ZIRIA💿,30,11,RPG,調査中,調査中,0,2,,広井王子,中田伸一|山森正和,辻野寅次郎,坂本龍一|小久保隆,あだちひろし|荒井弘二(Xbox 360:遥かなるジパング),大里幸夫|清水始|今井丈雄,
1989-08-31,ハドソンNEC,ワンダーボーイIIIモンスター・レアーMonsterLair💿,33,11,SHT,"￥6,090","￥6,000代",0,2,,,,,,,,
1989-09-14,日本テレネット,SUPERアルバトロス💿,-,11,SPT,調査中,調査中,0,2,,,,,,,,
1989-09-22,NECアベニュー,獣王記💿,-,11,ACT,調査中,調査中,0,2,,,穂苅健一(AC)|浅井敏典(MD)|松田達夫(MD)|百田浩司(MD),内田誠(AC)|安原広和(AC)|NO NUKES(MD)|HAGA(AC)|梶本隆博(AC)|小玉理恵子(MD)|UDI(MD),中林亨(AC)|長井和彦(MD),,,
1989-10-27,ビクター音楽産業,鏡の国のレジェンド💿,-,11,ADV,調査中,調査中,0,2,,島田良尚,松本建太,島田良尚|斉藤明宏|北村正,宮元真佐人,島田良尚,小森治信,
1989-10-27,NECアベニュー,ROM2KARAOKEVOLUME1💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1989-10-27,NECアベニュー,ROM2KARAOKEVOLUME2💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1989-11-24,ハドソン,ぎゅわんぶらあ自己中心派激闘36雀士💿,30,11,TBL,調査中,調査中,0,2,,,,,,,,
1989-12-15,NECアベニュー,サイドアーム・スペシャル💿,-,11,SHT,調査中,調査中,0,2,,,青木隆,船水紀孝|岡本吉起|竹中善則|河本憲孝|安田朗,森安也子,,,
1989-12-20,NECアベニュー,ROM2KARAOKEVOLUME3💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1989-12-21,ハドソンNEC,イースI・II💿,35,11,ARPG,"￥8,190","￥8,000代",0,2,,岩崎啓眞,長谷川浩|岩崎啓眞,天城秀行|進藤司|伊藤真希,WAVE 44.1kHz(BGM)/22kHz(SE)|MIDI(SC-88以降)音源(BGM),,,
1989-12-22,メサイヤ,ROMROMスタジアム💿,-,11,SPT,調査中,調査中,0,2,,,,,,,,
1990-11-01,日本テレネット,レッド・アラートLastAlert💿,-,11,ACT,調査中,調査中,0,2,,,,,,,,
1990-01-19,NECアベニュー,ROM2KARAOKEVOLUME4💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-02-23,ナグザット,西村京太郎ミステリー北斗星の女💿,-,11,ADV,調査中,調査中,0,2,,,,,,,,
1990-03-10,日本テレネット,ゴールデンアックス💿,-,11,ACT,調査中,調査中,0,2,,,,内田誠,中林亨|高田陽,,,
1990-03-16,NECアベニュー,スーパーダライアス💿,31,11,SHT,調査中,調査中,0,2,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1990-03-23,日本テレネットNEC,ファイナルゾーンII💿,-,11,ACT,調査中,調査中,0,2,,,,,,,,
1990-03-30,パック・イン・ビデオ,カルメン・サンディエゴを追え!世界編💿,-,11,ADV,調査中,調査中,0,2,,,,,,,,
1990-03-30,日本テレネット,コズミック・ファンタジー冒険少年ユウ💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1990-03-30,ビクター音楽産業,ROM2カラオケVol.1すてきにスタンダード💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-03-30,ビクター音楽産業,ROM2カラオケVol.2なっとくアイドル💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-04-06,ビクター音楽産業,ROM2カラオケVol.3やっぱしバンド💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-04-06,ビクター音楽産業,ROM2カラオケVol.4ちょいとおとな!?💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-04-06,ビクター音楽産業,ROM2カラオケVol.5カラオケ幕の内💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-04-13,ハドソン,上海II💿,-,11,PZL,調査中,調査中,0,2,,,,,,,,
1990-04-23,NECアベニュー,ROM2KARAOKEVOLUME5💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-04-27,マイクロキャビン,スーパー大戦略💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1990-04-27,日本テレネット,デス・ブリンガー💿,-,11,RPG,調査中,調査中,0,2,,,羽成正己,高井政彦|越智一裕|酉沢安施,小川史生|佐藤天平,,,
1990-06-15,ビクター音楽産業,ウルトラボックス創刊号💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-06-29,ハドソン,うる星やつらSTAYWITHYOU💿,30,11,ADV,"￥6,825","￥7,000代",0,2,,島田周樹|高津敏之,菊池賢次|中田伸一,久保久,中橋望,高津敏之|チャーリー,清水始,
1990-06-29,メサイヤ,ソル・ビアンカ💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1990-07-06,日本テレネット,迷宮のエルフィーネ💿,-,11,ADV,調査中,調査中,0,2,,,,,,,,
1990-08-24,ビクター音楽産業NEC,マジカルサウルスツアーMagicalDinosaurTour💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-08-31,ブレイングレイ,ラスト・ハルマゲドン💿,-,11,RPG,調査中,調査中,0,2,,,渡辺裕志,飯島健男|武井一昌|小林功一郎|西塚耕一|中井覚,葉山宏治|猪瀬勝幸,飯島健男,,
1990-09-07,日本テレネットNEC,ヴァリスIII💿,-,11,ACT,調査中,調査中,0,2,,,,,,,,
1990-09-14,ハドソン,みつばち学園💿,-,11,ADV,調査中,調査中,0,2,,酒井啓行|松永智史,松永建太,松浦浩司,宮元真佐人,酒井啓行|長山豊,清水始,
1990-09-21,日本テレネット,レギオン💿,-,11,SHT,調査中,調査中,0,2,,,,,,,,
1990-09-28,ビクター音楽産業,ウルトラボックス第2号💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1990-10-05,インテック,ザ・プロ野球💿,-,11,SPT,調査中,調査中,0,2,,,,,,,,
1990-10-09,日本テレネット,雀偵物語💿,-,11,TBL,調査中,調査中,0,2,,,,,,,,
1990-11-02,日本テレネット,デコボコ伝説走るワガマンマー💿,-,11,RCG,調査中,調査中,0,2,,,,,,,,
