発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1990-12-20,タイトー,ダライアスII,-,6,SHT,"￥8,900","￥9,000代",0,MD,,藤原英裕,大槻朗|中村辰男|廿楽昌志|征矢野伸二,藤原英裕|仙波隆綱|菊池正美|仙波隆綱|加藤久和,小倉久佳,,藤原英裕,
1990-12-21,メサイヤ,スタークルーザー,-,3,ADV,"￥7,300","￥7,500代",0,MD,,,吉村功成|久原信広|宮園武志,吉村功成,山中季哉,吉村功成|宮園武志,,
1990-12-21,テンゲン,ハードドライビン,30,2,RCG,"￥5,900","￥6,000代",0,MD,,,マックス・ベヘンスキー|ステファニー・モット,リック・モンクリーフ|エリック・ダーフィー|マックス・ベヘンスキー|ジェド・マーゴリン|ステファニー・モット|サム・コムストック|クリス・モーザー|デボラ・ショート,ドン・ディークナイテ,,,
1990-12-21,東亜プラン,武者アレスタ,-,3,SHT,"￥6,800","￥7,000代",0,MD,,,外山雄一|弓恭羅,コンパイル|中島和之,迫田敏明,,仁井谷正充,
1990-12-22,セガ,モンスターレア,-,3,ACT,"￥6,000","￥6,000代",0,MD,,西澤龍一,星崎直樹,石塚理恵|鈴子裕美,坂本慎一,,,
1990-12-26,テレネット,ガイアレス,-,6,SHT,"￥8,400","￥8,500代",0,MD,,,,,,,三並達也,
1990-12-26,東宝,ヘビーユニットメガドライブスペシャル,-,3,SHT,"￥6,500","￥6,500代",0,MD,,,,,,,,
1991-01-01,日刊スポーツ/データサプライズ/ＶＡＮ,日刊スポーツプロ野球VAN,-,3,SPT,"￥7,000","￥7,000代",0,MD,,,,,,,,
1991-01-03,セガ,ゲイングランド,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,大岡良樹,マック・オースティン|ヤン・ワット|EIRO,高田陽|林克洋,,,
1991-01-25,タイトー,ヴォルフィード,-,2,ACT,"￥4,900","￥5,000代",0,MD,,,こばやしよしのり|つかのとしあき|おきよういち,三辻富貴朗|三辻富貴朗|讃岐平|栗城源也,小倉久佳,,,
1991-01-25,メサイヤ,ジノーグ,-,3,SHT,"￥6,500","￥6,500代",0,MD,,高杉学,HALLOWEEN|MOIYAH,瀧沢久己|中井覚,岩垂徳行|おおばあきえ,,鈴木英夫,
1991-01-31,カネコ,エアロブラスターズ,-,3,SHT,"￥6,000","￥6,000代",0,MD,,,五十風さとし|竹内久徳,松岡けいすけ|尾鼻直人|T.KONAKAWA,渡辺達也,,金子浩,
1991-02-01,ビデオシステム,スーパーバレーボール,-,2,SPT,"￥5,800","￥6,000代",0,MD,,,,,,,,
1991-02-08,ナムコ,レッスルボール,-,3,SPT,"￥5,800","￥6,000代",7,MD,,,,,,,,
1991-02-15,セガ,バトルゴルファー唯,-,3,SPT,"￥6,000","￥6,000代",0,MD,,,鈴木宗太郎|青木司,きんちゃん68000|しゅみれちゃん|ANO清水|まっぴらくん|ひとりん.はがいたい,K.NAKAYAMA|けんたくん.やった!|まるやまけい|長尾優進,きんちゃん68000,,
1991-02-22,トレコ,究極タイガー,-,4,SHT,"￥7,500","￥7,500代",0,MD,,,弓削雅稔|上村建也,,弓削雅稔|上村建也,,,
1991-02-24,マイクロネット,シーザーの野望,-,6,SLG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1991-03-01,セガ,ジョー・モンタナフットボール,-,3,SPT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-03-01,セガ,ディックトレイシー,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-03-08,セガ,バハムート戦記,-,3,SLG,"￥6,800","￥7,000代",0,MD,,,むうみん|倉谷遣一,むうみん|倉谷遣一|塩谷博明,MUCHO&Comp.,,,
1991-03-19,ナムコ,ふしぎの海のナディア,-,6,ADV,"￥6,500","￥6,500代",0,MD,,,,貞本義行,鷺巣詩郎,大川久男|梅野かおる,,
1991-03-22,テレネット,ヴァリスIII,-,6,ACT,"￥8,400","￥8,500代",0,MD,,,,,,,,
1991-03-22,メサイヤ,魔物ハンター妖子第7の警鐘,-,3,ACT,"￥6,500","￥6,500代",0,MD,,,,,,,,
1991-03-29,セガ,シャイニング＆ザ・ダクネス,31,6,RPG,"￥8,700","￥8,500代",16,MD,,内藤寛,,吉田英博|玉木美孝,吉村政彦,高橋宏之,高橋宏之,
1991-03-29,九娯貿易,スーパーエアーウルフ,-,3,SHT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-03-29,データイースト,ミッドナイトレジスタンス,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,にしむらゆういち|はなだなおや|おおともゆうじ|TAC.H,秋林浩司|安達智生|皆川一巳|大西富士美|海宝吉成,原あづさ|吉田博昭|木内達也|こまつひとみ,,,
1991-03-29,ウルフチーム,斬夜叉円舞曲,-,3,SLG,"￥8,500","￥8,500代",0,MD,,,,,,,,
1991-03-29,テレネット,雀偵物語,-,6,TBL,"￥8,400","￥8,500代",0,MD,,,,,,,,
1991-04-05,アスミック,ヴェリテックス,-,3,SHT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-04-26,メサイヤ,ラングリッサー,-,3,SLG,"￥7,300","￥7,500代",8,MD,,,,,,,,
1991-04-26,ビスコ,ワードナの森SPECIAL,-,3,ACT,"￥6,300","￥6,500代",0,MD,,,和田悦拓,,太田理,,,
1991-04-26,ホット・ビィ,火激,-,4,ACT,"￥7,700","￥7,500代",0,MD,,金子浩,おいかわかずゆき|さいぐさひろゆき|なりたのぶゆき|かとうたけお,金子浩,あいずせいいち,,,
1991-04-27,サンソフト,紫禁城,-,3,PZL,"￥6,500","￥6,500代",0,MD,,,,,,,,
1991-04-29,セガ,三国志列伝乱世の英雄たち,-,6,SLG,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-05-17,セガ,ボナンザブラザーズ,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,,,並木晃一,,,
1991-05-31,東亜プラン,ゼロウイング,-,6,SHT,"￥8,000","￥8,000代",0,MD,,,,,上村建也|富沢敏明|弓削雅稔,,,
1991-05-31,タイトー,ファイアームスタング,-,3,SHT,"￥6,800","￥7,000代",0,MD,,,,,HIDE-KAZ,,,
1991-06-14,ウルフチーム,アークス・オデッセイ,-,6,ACT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1991-06-17,セガ,アドバンスド大戦略ドイツ電撃作戦,33,6,SLG,"￥8,700","￥8,500代",8,MD,,,,,,,,
1991-06-22,講談社総研,ブルーアルマナック,-,6,RPG,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-06-26,タイトー,サンダーフォックス,-,6,ACT,"￥8,500","￥8,500代",0,MD,,,,前川浩之|河本憲孝|西川禎一|もりもとみなこ|はざまけんじ|おまえこうじ|やまだたかし|川岸誠治,海野和子,,,
1991-06-28,セガ,エイリアンストーム,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-06-28,タイトー,セイントソード,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,アダム・ジャノタ・ブゾフスキ,ローズ・グラス,,
1991-06-28,ヒューマン,ファステスト・ワン,-,3,RCG,"￥7,500","￥7,500代",0,MD,,,,,,,,
1991-06-28,ナムコ,マーベルランド,-,6,ACT,"￥7,000","￥7,000代",0,MD,,CHITOSE,田中京太,ときた洸一,石井悦夫,CHITOSE,岡本進一郎|K.MATSUOKA,
1991-06-28,セガ,レッスルウォー,-,3,SPT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-07-06,マイクロネット,雷電伝説,-,6,SHT,"￥8,800","￥9,000代",0,MD,,濱田均,K.KONDO|川口哲也|S.MORI,川口哲也|T.WADA|M.KOMAZAWA|T.MATSUZAWA|H.MATSUO,佐藤亜希羅,,濱田均,
1991-07-12,ナムコ,球界道中記,-,3,SPT,"￥6,000","￥6,000代",0,MD,,,,,川田宏行,,,
1991-07-19,トレコ,ストリートスマート,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-07-26,セガ,ソニック・ザ・ヘッジホッグ,33,3,ACT,"￥6,000","￥6,000代",23,MD,,,,大島直人(オリジナルデザイン:クラシックソニック)|上川祐司(アドベンチャー以降:モダンソニック),,,,
1991-07-26,東芝EMI,マスター・オブ・モンスターズ,-,3,SLG,"￥7,800","￥8,000代",0,MD,,,,,,,,
1991-08-02,セガ,ベア・ナックル怒りの鉄拳,-,3,ACT,"￥6,000","￥6,000代",0,MD,,大場規勝,百田浩司|LITTLE SUN,大場規勝|ちのひろあき|清宮敦嗣|福田ひろみ|NANDEMO|UDI,古代祐三,,百田浩司,
1991-08-02,テレネット,空牙,-,6,SHT,"￥8,400","￥8,500代",0,MD,,,MIN|MYA|HAL|HMD,小林ひろのり|T.A|大西富士美|小泉隆秀|青山きんや|NABESIMA|長尾園美|榎本和美|社本千佳|かわむらまこと|INOPITA|松田淳,吉田博昭|原あずさ|木内達也|FUSE|小松ひとみ|JOE KAMINKOW,,,
1991-08-02,ウルフチーム,超闘竜烈伝ディノランド,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-08-06,ナムコ,メガトラックス,-,3,RCG,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-08-09,セガ,アウトラン,30,6,RCG,"￥7,000","￥7,000代",0,MD,,,三船敏(アーケード)|香川忠司(アーケード)|大江玲(アーケード)|中裕司(セガ・マークⅢ),鈴木裕(アーケード)|石井洋児(アーケード)|松浦稔(アーケード)|貞森康毅(セガ・マークⅢ),川口博史(アーケード)|上保徳彦(セガ・マークⅢ),,,
1991-08-09,セガ,ポピュラス,30,3,SLG,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-08-30,セガ,ジュエルマスター,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-08-30,セガ,プロ野球スーパーリーグ'91,-,3,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-09-13,ＣＲＩ,ギャラクシーフォースII,-,6,SHT,"￥8,400","￥8,500代",0,MD,,,,,林克洋|並木晃一,,,
1991-09-20,ウルフチーム,エル・ヴィエント,-,6,ACT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1991-09-20,セガ,レンタヒーロー,-,6,RPG,"￥8,700","￥8,500代",0,MD,,,岡安啓司|板井克倫,岡安啓司|伊崎和宏,川口博史|光吉猛修,ありかわゆきのぶ,,
1991-09-27,タイトー,マスターオブウエポン,-,3,SHT,"￥6,800","￥7,000代",0,MD,,島本享司,島本享司|村田武司|阿部哲士|近藤勝裕,石川幸生,小倉久佳|渡部恭久,,島本享司,
1991-09-27,セガ,戦場の狼II,-,6,SHT,"￥7,000","￥7,000代",0,MD,,,赤堀雅行|T.OHTA|まついよしひろ,岡野正衛|藤原得郎|木嶋美紀|西尾仁志|はやしたかし|かくたゆかり|木佐貫久司|M.NONAKA|小林美保|Y.KATAYAMA,後藤真奈美,,,
1991-09-30,ＵＰＬ,宇宙戦艦ゴモラ,-,6,SHT,"￥7,500","￥7,500代",0,MD,,,イトサム・マタルカ,藤沢勉|藤沢勉|青山きんや,長島義夫,,,
1991-10-10,テクノソフト,デビルクラッシュMD,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-10-11,セガ,ソード・オブ・ソダン,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-10-18,セガ,スパイダーマン,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-10-25,セガ,ワンダーボーイVモンスターワールドIII,-,4,ACT,"￥7,000","￥7,000代",0,MD,,平田豊|清水芳久,栗原孝典,盛岡三奈|栗原浩美|なかやまともこ|大空真紀,坂本慎一,,,
1991-10-25,タイトー,魔王連獅子,-,3,ACT,"￥6,800","￥7,000代",0,MD,,細田邦治,植木正好,WAO IWAO|片岡真喜男|細田邦治|ユー・ジェウ|片岡真喜男|池畑和義|かんのいちろう|ふくにしまさたか|NO MORE KATOH|平岩ひろかず,KANEDA,,,
1991-10-31,ホームデータ,将棋の星,-,2,TBL,"￥6,700","￥6,500代",0,MD,,,,,,,,
1991-11-01,セガ,ブロックアウト,-,3,PZL,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-11-01,テレネット,ワンダラーズフロムイース,-,6,RPG,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-11-02,ホームデータ,ドラゴンズアイプラス上海III,-,2,PZL,"￥5,800","￥6,000代",0,MD,,,,,,,,
1991-11-03,セガ,ゲーム図書館,-,1,ETC,"￥12,800","￥13,000代",0,MD,,,,,,,,
1991-11-04,セガ,パターゴルフ(ゲーム図書館),-,0,SPT,-,-,0,MD,,,,,,,,
1991-11-05,セガ,16t(ゲーム図書館),-,2,ACT,-,-,0,MD,,,,,,,,
1991-11-06,セガ,アウォーグ(ゲーム図書館),-,0,ACT,-,-,0,MD,,,,,,,,
1991-11-07,セガ,キスショット(ゲーム図書館),-,0,TBL,-,-,0,MD,,,,,,,,
1991-11-08,セガ,コラムス(ゲーム図書館),-,0,PZL,-,-,0,MD,,,,,,,,
1991-11-09,セガ,ソニックイレイザー(ゲーム図書館),-,2,PZL,-,-,0,MD,,,,,,,,
1991-11-10,セガ,テディボーイブルース(ゲーム図書館),-,0,ACT,-,-,0,MD,,,,,,,,
1991-11-11,セガ,どきどきペンギンランド(ゲーム図書館),-,2,PZL,-,-,0,MD,,,,,,,,
1991-11-12,セガ,ハイパーマーブル(ゲーム図書館),-,2,ACT,-,-,0,MD,,,,,,,,
1991-11-13,セガ,パドルファイター(ゲーム図書館),-,0,SPT,-,-,0,MD,,,,,,,,
1991-11-14,セガ,ピラミッドマジック(ゲーム図書館),-,2,PZL,-,-,0,MD,,,,,,,,
1991-11-15,タイトー,ルナーク,-,3,ACT,"￥6,800","￥7,000代",0,MD,,HIDE CHAN,菅原徹|MUSCLE SATO|八木正樹|安河内寿男|田中宏幸|こうやまゆういち,藪崎久也|菊地康彦|五十嵐恒三|藤原英裕|仙波隆綱|加藤久和|藪崎久也,渡部恭久,,藤原英裕,
1991-11-15,セガ,ピラミッドマジックSpecia(ゲーム図書館),-,0,PZL,-,-,0,MD,,,,,,,,
1991-11-16,セガ,ピラミッドマジックII(ゲーム図書館),-,2,PZL,-,-,0,MD,,,,,,,,
1991-11-17,セガ,ピラミッドマジックIII(ゲーム図書館),-,2,PZL,-,-,0,MD,,,,,,,,
1991-11-18,セガ,ファンタシースターIIテキストアドベンチャーアーミアの冒険(ゲーム図書館),-,2,ADV,-,-,0,MD,,,,,,,,
1991-11-19,ナムコ,ローリングサンダー2,-,6,ACT,"￥7,000","￥7,000代",0,MD,,根来司,二階堂和行,桑原弘,佐宗綾子,,,
1991-11-19,セガ,ファンタシースターIIテキストアドベンチャーアンナの冒険(ゲーム図書館),-,0,ADV,-,-,0,MD,,,,,,,,
1991-11-20,セガ,ファンタシースターIIテキストアドベンチャーカインズの冒険(ゲーム図書館),-,2,ADV,-,-,0,MD,,,,,,,,
1991-11-21,セガ,ファンタシースターIIテキストアドベンチャーシルカの冒険(ゲーム図書館),-,2,ADV,-,-,0,MD,,,,,,,,
1991-11-22,セガ,ファンタジアミッキーマウス・マジック,-,3,ACT,"￥4,800","￥5,000代",0,MD,,,,,,,,
1991-11-22,セガ,ファンタシースターIIテキストアドベンチャーネイの冒険(ゲーム図書館),-,0,ADV,-,-,0,MD,,,,,,,,
1991-11-23,セガ,ファンタシースターIIテキストアドベンチャーヒューイの冒険(ゲーム図書館),-,2,ADV,-,-,0,MD,,,,,,,,
1991-11-24,セガ,ファンタシースターIIテキストアドベンチャーユーシスの冒険(ゲーム図書館),-,0,ADV,-,-,0,MD,,,,,,,,
1991-11-25,セガ,ファンタシースターIIテキストアドベンチャールドガーの冒険(ゲーム図書館),-,0,ADV,-,-,0,MD,,,,,,,,
1991-11-26,セガ,フリッキー(ゲーム図書館),-,1,ACT,-,-,0,MD,,,,,,,,
1991-11-27,セガ,メガマインド(ゲーム図書館),-,2,PZL,-,-,0,MD,,,,,,,,
1991-11-28,セガ,メダルシティ(ゲーム図書館),-,0,TBL,-,-,0,MD,,,,,,,,
1991-11-29,テレネット,ビースト・ウォリアーズ,-,6,ACT,"￥8,400","￥8,500代",0,MD,,,,,,,,
1991-11-29,アスミック,乱世の覇者,-,6,SLG,"￥9,800","￥10,000代",0,MD,,,,,,,,
1991-11-29,セガ,リドルワイアード(ゲーム図書館),-,0,TBL,-,-,0,MD,,,,,,,,
1991-11-30,セガ,ロボットバトラー(ゲーム図書館),-,0,ACT,-,-,0,MD,,,,,,,,
1991-12-01,セガ,死の迷宮(ゲーム図書館),-,1,RPG,-,-,0,MD,,,,,,,,
1991-12-05,セガ,忍者武雷伝説,-,6,SLG,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-12-06,テレネット,エグザイル時の狭間へ,-,6,RPG,"￥8,900","￥9,000代",0,MD,,,,,,,,
1991-12-06,トレコ,ファイティングマスターズ,-,3,ACT,"￥6,800","￥7,000代",6,MD,,,,,,,,
1991-12-13,セガ,太平記,-,6,SLG,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-12-20,日本物産,F1サーカスMD,-,3,RCG,"￥7,500","￥7,500代",0,MD,,,,,,,,
1991-12-20,セガ,アイラブドナルドダックグルジア王の秘宝,-,3,ACT,"￥4,800","￥5,000代",0,MD,,山本恵美子,SATMAN|MUMUI|山本圭一|百田浩司|服部隆一|大森正人|佐藤達也,山本恵美子|湯田高志|RICE|MIKARIN,神谷重徳,,Jim Simmons,
1991-12-20,PALSOFT,アンデッドライン,-,6,SHT,"￥8,800","￥9,000代",0,MD,,内藤時浩,山本風太郎,内藤時浩|蜂谷孝宏|新村英明|鈴木英津子,長谷川和伯,,,
1991-12-20,ＩＧＳ,ダーナ女神誕生,-,6,ACT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1991-12-20,トレコ,タスクフォースハリアーEX,-,6,SHT,"￥8,500","￥8,500代",0,MD,,,,,HIDE-KAZ,,,
1991-12-20,PALSOFT,ダブルドラゴンII,-,3,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1991-12-20,光栄,信長の野望武将風雲録,-,6,SLG,"￥11,800","￥12,000代",0,MD,,,,,菅野よう子,,シブサワ・コウ,
1991-12-20,バリエ,中島悟監修F-1GRANDPRIX,-,6,RCG,"￥7,800","￥8,000代",0,MD,,,,,,,,
1991-12-26,光栄,三國志II,-,6,SLG,"￥14,800","￥15,000代",0,MD,,,,,向谷実,,シブサワ・コウ,
1991-12-27,セガ,ゴールデンアックスII,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,TAKUBON|K.KOBA,藤井一馬|川口博之|REW|尾崎豊中|SANT,幡谷尚史,,,
1991-12-27,テレネット,夢幻戦士ヴァリス,-,6,ACT,"￥8,400","￥8,500代",0,MD,,林浩樹(グラフィック)|小川史生(音楽),秋篠雅弘,ウルフ・チーム|林浩樹,小川史生,林浩樹|三橋幸雄,林浩樹,
1992-01-14,サンソフト,スーパーファンタジーゾーン,-,6,SHT,"￥6,800","￥7,000代",0,MD,,,KAWA-CHAN|KEROYON,AKIRA|ひろせまさのり|ほそえかずひと,小高直樹|瀬谷辰宇|原伸幸,,,
1992-01-14,ナムコ,ちびまる子ちゃんわくわくショッピング,-,3,TBL,"￥6,000","￥6,000代",0,MD,,,,,,,,
1992-01-24,セガ,ジョー・モンタナIIスポーツトークフットボール,-,6,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-01-31,セガ,JuJu伝説,-,3,ACT,"￥6,000","￥6,000代",0,MD,,,佐久間明|西澤孝|青木司,北原春樹|かきうちひろ|藤咲淳一|松原順,あおきゆうさく|北原幸憩,,,
1992-01-31,シムス,テクモワールドカップ'92,-,2,SPT,"￥6,200","￥6,000代",0,MD,,,,,,,,
1992-01-31,カネコ,ワニワニWorld,-,3,ACT,"￥6,600","￥6,500代",0,MD,,,,,,,,
1992-02-07,メサイヤ,ソーサルキングダム,-,6,RPG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1992-02-14,テレネット,SDヴァリス,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-02-14,テレネット,港のトレイジア,-,6,RPG,"￥8,900","￥9,000代",0,MD,,,,,,,,
1992-02-28,データイースト,クルードバスター,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,井上隆明|秋山宗一,大谷明|皆川一巳|長尾園美|海宝吉成|栗原映子|大江真徳|野田伸二|北原智江|藤原仁美|社本千佳|榎本和美,原あづさ|吉田博昭|木内達也,,堀田巌,
1992-02-28,テンゲン,ロードブラスターズ,-,3,RCG,"￥6,800","￥7,000代",0,MD,,,ボニー・スミスソン|ロバート・ウェザビー,,ブラッド・フラー(英語版),,,
1992-03-06,ビック東海,バトルマニア,-,3,SHT,"￥6,800","￥7,000代",0,MD,,TAKAYAN THE BARBARIAN,PROPELLER WADO|SABOTEN CUCTUS|TAKAYAN,DORO-P|PORTEN,濱田やすゆき,,,
1992-03-13,セガ,トージャム＆アール,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-03-13,ホット・ビィ,鋼鉄帝国,-,6,SHT,"￥7,800","￥8,000代",0,MD,,N.YAMAGUCHI|佐武義訓,,西健介|初谷諭,溝口功|窪寺義明|岩垂徳行,,朝長彰教,
1992-03-20,セガ,バックアップRAMカートリッジ,-,0,ETC,"￥6,300","￥6,500代",0,MD,,,,,,,,
1992-03-20,セガ,シャイニング・フォース神々の遺産,-,8,SLG,"￥8,700","￥8,500代",24,MD,,田口泰宏|折茂賢司,田口泰宏|田川佳紀|内藤寛|小寺春樹,高橋宏之|吉田英博|玉木美孝,吉村政彦,和智正喜|玉木美孝|高橋宏之,高橋宏之,
1992-03-27,セガ,アートアライブ,-,1,TBL,"￥3,800","￥4,000代",0,MD,,,,,,,,
1992-03-27,ヒューマン,サンダープロレスリング列伝,-,3,SPT,"￥7,400","￥7,500代",0,MD,,,いといまさし|Y.KATSUMATA,ZIGGY SANO|きたむらただあき|小杉和則|江南直緒|H.SANO|畑朗宏|小滝佳治,さいとうたけし,,,
1992-03-27,ビクター音産,シャドー･オブ･ザ･ビースト魔性の掟,-,6,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1992-03-27,ＭＣＷ,ストームロード,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-03-27,セガ,ターボアウトラン,-,3,RCG,"￥6,000","￥6,000代",0,MD,,浜垣博志,,三船敏[注釈 1],川口博史|高木保浩[注釈 2],,,
1992-03-27,テンゲン,ピットファイター,-,6,ACT,"￥7,800","￥8,000代",0,MD,,ゲイリー・スターク|マーク・ステファン・ピース,ゲイリー・スターク|ポール・クィン,ゲイリー・スターク|マーク・ステファン・ピース|ニコラス・スターン,ジョン・ポール,,ジェリー・モモダ,
1992-04-10,セガ,A列車で行こうMD,-,3,SLG,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-04-24,ゲームアーツ,アリシアドラグーン,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,本間直純|原田修,上坂哲|幡池裕行|上村眞理子,笠谷文人|青島信幸|石母田守|園田容子|さとうまりこ,須永有三|神田善美,,
1992-04-24,ホット・ビィ,バッドオーメン,-,3,TBL,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-04-24,セガ,まじかる☆タルるートくん,-,3,ACT,"￥3,880","￥4,000代",9,MD,,山内重保,,大倉雅彦,横山菁児,江川達也,,
1992-04-29,光栄,大航海時代,-,6,SLG,"￥11,800","￥12,000代",0,MD,,,,,,,,
1992-04-30,ＭＣＷ,スライムワールド,30,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-05-15,バリエ,中島悟監修F1HEROMD,-,6,RCG,"￥7,800","￥8,000代",0,MD,,,,,,,,
1992-05-28,マイクロネット,シーザーの野望II,-,6,SLG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1992-05-29,セガ,カメレオンキッド,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-06-12,テレネット,グランドスラム,-,3,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-06-19,ソフトビジョン,TOPPROGOLF,-,6,SPT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1992-06-19,ＣＲＩ,スピードボール2,30,3,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-06-25,光栄,ロイヤルブラッド,-,6,SLG,"￥9,800","￥10,000代",0,MD,,,,,伊藤ヨシユキ|新田真澄,,シブサワ・コウ,
1992-06-26,テンゲン,ペーパーボーイ,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,ジョン・サルウィッツ,デイヴ・ラルストン,ハル・キャノン|アール・ヴィッカーズ,,,
1992-06-26,セガ,闘技王キングコロッサス,-,6,RPG,"￥5,800","￥6,000代",0,MD,,,,,,,,
1992-07-10,セガ,デビッド・ロビンソンバスケットボール,-,3,SPT,"￥4,800","￥5,000代",0,MD,,,,,,,,
1992-07-10,セガ,炎の闘球児ドッジ弾平,-,3,SPT,"￥3,800","￥4,000代",0,MD,,,,はしもとかつみ|郷敏治,勝又隆一,こしたてつひろ,,
1992-07-17,セガ,アイルトン・セナスーパーモナコGPII,-,6,RCG,"￥7,800","￥8,000代",11,MD,,DOHNATTENNO,浜野隆弘|若山雅弘,KAKI|小玉理恵子|津川一吉,上保徳彦|小黒晴代,,SHIMACHAN,
1992-07-17,メサイヤ,グレイランサー,-,6,SHT,"￥8,300","￥8,500代",0,MD,,,,,,,,
1992-07-24,セガ,オリンピックゴールド,-,3,SPT,"￥4,800","￥5,000代",0,MD,,,,,,,,
1992-07-24,テクノソフト,サンダーフォースIV,-,6,SHT,"￥8,800","￥9,000代",5,MD,,,,,,,,
1992-07-24,ＣＲＩ,ダイナブラザーズ,-,6,SLG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1992-07-24,ＷＡＳ,ツインクルテール,-,6,SHT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1992-08-04,ナムコ,スプラッターハウスPART2,-,6,ACT,"￥5,800","￥6,000代",0,MD,,100 TARO,おおほりはるお,A CHAN|GYOEE〜! MIYACHAN|ながやまたいじ,金田栄子,,PAPAYA PAYAPAYA,
1992-08-07,セガ,ひょっこりひょうたん島大統領をめざせ,-,3,TBL,"￥4,800","￥5,000代",0,MD,,,,,,,,
1992-08-07,セガ,修羅の門,-,6,SLG,"￥6,000","￥6,000代",0,MD,,,,,,,,
1992-08-07,PALSOFT,熱血高校ドッジボール部サッカー編MD,-,3,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1992-09-24,光栄,提督の決断,-,6,SLG,"￥14,800","￥15,000代",0,MD,,,,,宮川泰,シブサワ・コウ,シブサワ・コウ,
1992-09-26,ホット・ビィ,キングサーモン,-,3,SLG,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-10-16,データイースト,チェルノブ,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,井上隆明|秋山宗一|HAGA,野老雅典|J.S|MIX MAN|RITSU.T,原あづさ|吉田博昭|木内達也|TENNO,,,
1992-10-16,セガ,チキチキボーイズ,-,6,ACT,"￥6,000","￥6,000代",0,MD,,船水紀孝|岡本吉起,BLBON|MEIJIN|SAIKOU YUKI,Bully Duck|新谷さゆり|中山郁夫|たなべまゆみ,高岡宏光,,,
1992-10-23,メサイヤ,ヴィクセン357,-,6,SLG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1992-10-23,タイトー,スーパーH.Q.,-,3,RCG,"￥6,800","￥7,000代",0,MD,,,,,,,,
