発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1998-12-17,コナミ,遊戯王デュエルモンスターズ,1,6,TBL,"￥4,300","￥4,500代",161,,,,荒木伸吾|姫野美智|原憲一(第145話 - 第184話)|加々美高浩(第199話 - 第224話)|小海雄司,光宗信吉,高橋和希|スタジオ・ダイス,,
1998-12-18,ボトムアップ,ポケットカラーブロック,2,3,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1998-12-18,ポニーキャニオン,ザ・首都高レーシング,2,3,RCG,"￥3,980","￥4,000代",0,,,,,,,,
1998-12-18,アトラス,プリクラポケット3～タレントデビュー大作戦,1,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
1998-12-18,任天堂,ポケモンカードGB,2,6,TBL,"￥3,500","￥3,500代",139,,,,,,,,
1998-12-23,Jウィング,麻雀クエスト,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1998-12-24,ハドソン,ボンバーマンクエスト,2,6,RPG,"￥3,800","￥4,000代",0,,藤原茂樹|池之内武志,荘埜毅明|山下孝|ふじもとせいいち,水野祥司|佐藤梢,入江茂明|麻生美咲|植木啓示|高橋悟朗|富樫則彦|竹間淳,,猪狩寛,
1998-12-25,イマジニア,合格ボーイシリーズ「読み解き古文単語」準拠Z会<例文で覚える>究極の古文単語～古文知識・文法基礎入り～,1,4,ETC,"￥2,000","￥2,000代",0,,,,,,,,
1998-12-25,ギャップス,小島武夫・灘麻太郎の実践麻雀教室,1,3,TBL,"￥3,800","￥4,000代",0,,,,,,,,
1999-01-01,タムソフト,バーディガンライトバージョン限定スペシャルBOX！,2,6,RPG,?,#VALUE!,0,,,,,,,,
1999-01-14,コナミ,がんばれゴエモン天狗党の逆襲,2,6,RPG,"￥4,300","￥4,500代",0,,,,,,,,
1999-01-28,BOSSコミュニケーションズ,PachinkoDataCardちょ～あたる君,1,6,ETC,"￥4,980","￥5,000代",0,,,,,,,,
1999-01-29,メディアファクトリー,Bビーダマン爆外伝～ビクトリーへのみち～,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-01-29,ケムコ,バックスバニークレイジーキャッスル3,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1999-02-11,コナミ,ときめきメモリアルPOCKETカルチャー編～木漏れ日のメロディ～,2,8,SLG,"￥4,300","￥4,500代",0,,,,,,,,
1999-02-11,コナミ,ときめきメモリアルPOCKETスポーツ編～校庭のフォトグラフ～,2,8,SLG,"￥4,300","￥4,500代",0,,,,,,,,
1999-02-12,スターフィッシュ,化石創世リボーン2～モンスターディガー～,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-02-19,アスキー,ウィザードリィ外伝1[復刻版],1,4,RPG,"￥4,500","￥4,500代",0,,,,,,,,
1999-02-19,アスキー,ウィザードリィ外伝2[復刻版],1,4,RPG,"￥4,500","￥4,500代",0,,,,,,,,
1999-02-19,アスキー,ウィザードリィ外伝3[復刻版],1,5,RPG,"￥5,000","￥5,000代",0,,,,,,,,
1999-02-19,童,本格四人打ち麻雀麻雀王,2,6,TBL,"￥2,980","￥3,000代",0,,,,,,,,
1999-02-26,アトラス,ハムスターパラダイス,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-02-26,ハドソン,ポヨンのダンジョンルーム,2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-05,アルトロン,ROX6=Six,2,4,PZL,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-11,コナミ,ビートマニアGB,2,6,ETC,"￥4,300","￥4,500代",0,,,,,,,,
1999-03-12,イマジニア,合格ボーイシリーズ■いアタマを●くする。算数バトル編,1,4,ETC,"￥2,480","￥2,500代",0,,,,,,,,
1999-03-12,エポック社,おはスタやまちゃん＆レイモンド,2,4,PZL,"￥3,800","￥4,000代",0,,,,,,,,
1999-03-12,エポック社,ドラえもんカート2,2,6,RCG,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-12,コーエー,もんすたあ★レース2,2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-12,メサイヤ,王ドロボウJINGエンジェル,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-12,メサイヤ,王ドロボウJINGデビル,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-12,魔法,甲子園ポケット,2,6,SPT,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-19,アテナ,プロ麻雀極GB2,2,6,TBL,"￥4,200","￥4,000代",0,,,,,,,,
1999-03-19,タカラ,決闘ビーストウォーズビースト戦士最強決定戦,2,6,FTG,"￥3,680","￥3,500代",0,,,,,,,,
1999-03-19,アトラス,女神転生外伝ラストバイブル,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-19,ポニーキャニオン,将棋2,2,4,TBL,"￥3,480","￥3,500代",0,,,,,,,,
1999-03-19,ハドソン,大貝獣物語ザ・ミラクル・オブ・ザ・ゾーン2,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-26,魔法,クイクイ,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-03-26,ギャップス,バーガーバーガーポケット,2,6,TBL,"￥3,800","￥4,000代",0,,,,,,,,
1999-04-01,コナミ,パワプロクンポケット,2,7,SPT,"￥4,500","￥4,500代",0,,藤岡謙治,井上秀登|西川直樹|宮岡宏司,藤岡謙治|前川恵一,砂子純子|くすのきあつし|小倉努|荒木茂,,赤田勲,
1999-04-02,ココナッツジャパンエンターテイメント,ポケット電車2,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-04-08,任天堂,ゲームボーイギャラリー3,2,6,ACT,"￥10,000","￥10,000代",0,,山上仁志,高瀬栄|広尾敏文|やまざきたけし,城山功|たちばなえいじ,水田陽子|杉田仁,,出石武宏,
1999-04-09,カルチャーブレーン,加藤一二三九段の将棋教室,2,6,TBL,"￥3,200","￥3,000代",0,,,,,,,,
1999-04-09,コーエー,信長の野望ゲームボーイ版2,2,6,SLG,"￥4,800","￥5,000代",0,,,,,菅野よう子|山本光男,,シブサワ・コウ,
1999-04-14,任天堂,ポケモンピンボール,2,6,TBL,"￥3,800","￥4,000代",102,,,,,,,,
1999-04-16,アルトロン,チェックメイト,2,6,TBL,"￥4,500","￥4,500代",0,,,,,,,,
1999-04-16,アトラス,女神転生外伝ラストバイブル2,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-04-23,エポック社,ゴルフDEおはスタ,2,5,SPT,"￥3,980","￥4,000代",0,,,,,,大場つぐみ,,
1999-04-23,ケムコ,トップギア・ポケット,3,6,RCG,"￥4,500","￥4,500代",0,,,,,,,,
1999-04-23,タイトー,プチカラット,2,6,PZL,"￥3,800","￥4,000代",0,,藤渡尊浩,金子道明|粕谷智昭|南雲泰人,谷口敦|藤渡尊浩|前田千穂|二宮健|福崎真理|金子陽子|藤本一弘|ディスティーノブ|渡部恭久|香宗我部恭信,渡部恭久,,谷口敦,
1999-04-23,ナツメ,リアルプロ野球！セントラルリーグ編,2,5,SPT,"￥3,980","￥4,000代",0,,,,,,,,
1999-04-23,ナツメ,リアルプロ野球！パシフィックリーグ編,2,5,SPT,"￥3,980","￥4,000代",0,,,,,,,,
1999-04-23,タカラ,人生ゲーム友達たくさんつくろうよ！,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-04-28,Jウィング,ディノブリーダー3～ガイア復活～,2,7,RPG,"￥4,800","￥5,000代",0,,くれやまと,まつながちえみ|山本哲也,永島三人|ロボロフスキー|舟橋正恭|ZA-ZA KOBAYASHI,NIKAIUTA UOH,,,
1999-04-28,イマジニア,パズルコレクションハローキティのマジカルミュージアム,2,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
1999-04-28,コナミ,ポケットGIステイブル,2,7,SLG,"￥4,500","￥4,500代",0,,,,,,,,
1999-04-28,コナミ,花さか天使テンテンくんのビートブレイカー,2,6,PZL,"￥4,300","￥4,500代",0,,,,,,,,
1999-04-29,スターフィッシュ,パチパチパチス郎～ニューパルサー編～,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-04-30,カルチャーブレーン,SD飛龍の拳外伝EX,2,6,ACT,"￥3,900","￥4,000代",0,,,,,,,,
1999-05-13,コナミ,IT'sワールドラリー,2,6,RCG,"￥4,300","￥4,500代",0,,,,,,,山下達郎,
1999-05-20,エム・ティー・オー,カードキャプターさくら～いつもさくらちゃんといっしょ～,2,5,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-05-27,スターフィッシュ,カンヅメモンスターパフェ,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-05-28,ポニーキャニオン,ピットフォールGB,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1999-05-29,コーエー,学級王ヤマザキゲームボーイ版,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-06-03,Jウィング,漢字BOY,2,8,ETC,"￥4,800","￥5,000代",0,,,,,,,,
1999-06-04,ヘクト,パチンコCRモーレツ原始人T,2,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
1999-06-11,ボトムアップ,ポケット花札,2,4,TBL,"￥4,500","￥4,500代",0,,,,,,,,
1999-06-11,ヒューマン,ルーカのパズルで大冒険,3,5,PZL,"￥3,800","￥4,000代",0,,,,,,,,
1999-06-17,コナミ,サバイバルキッズ～孤島の冒険者,2,6,RPG,"￥4,300","￥4,500代",0,,,,,,,,
1999-06-24,Jウィング,あにまるぶり～だ～3,2,8,RPG,"￥4,800","￥5,000代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1999-06-24,コナミ,ワールドサッカーGB2,2,6,SPT,"￥4,300","￥4,500代",0,,,,,,,,
1999-06-25,カルチャーブレーン,坂田吾朗九段の連珠教室,2,6,TBL,"￥3,200","￥3,000代",0,,,,,,,,
1999-07-01,コナミ,ハイパーオリンピックシリーズトラック＆フィールドGB,2,6,SPT,"￥4,300","￥4,500代",0,,,,,,,,
1999-07-08,コナミ,遊戯王デュエルモンスターズ2闇界決闘記,2,8,TBL,"￥4,500","￥4,500代",110,,,,,,,,
1999-07-09,カルチャーブレーン,プロ麻雀「兵」GB,2,6,TBL,"￥3,900","￥4,000代",0,,,,,,,,
1999-07-16,イマジニア,合格ボーイシリーズ■いアタマを●くする。社会バトル編,1,4,ETC,"￥2,480","￥2,500代",0,,,,,,,,
1999-07-16,デジタルキッズ,ゴルフ王,2,8,SPT,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-16,パック・イン・ソフト,川のぬし釣り4,2,6,RPG,"￥4,200","￥4,000代",0,,,,,,,石川真理子,
1999-07-17,イマジニア,パズルコレクションハローキティのビーズ工房,2,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-23,ケムコ,スパイVSスパイ,3,6,ACT,"￥3,980","￥4,000代",0,,,,マイケル・J・リーデル,,,,
1999-07-23,エポック社,ドラえもんあるけあるけラビリンス,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-23,キングレコード,ポケットルアーボーイ,3,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-23,イマジニア,メダロット2(カブトバージョン),2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-23,イマジニア,メダロット2(クワガタバージョン),2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-23,Jウィング,昆虫博士2,2,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
1999-07-23,ハドソン,次世代ベーゴマバトルベイブレード,3,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-23,Jウィング,釣り先生2,2,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
1999-07-23,キッド,無頼戦士カラー,3,6,SHT,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-30,キッド,ジェムジェムモンスター,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-30,タカラ,チョロQカスタマブルGB,2,7,RCG,"￥3,980","￥4,000代",0,,,,,,,,
1999-07-30,コーエー,三国志ゲームボーイ版2,2,6,SLG,"￥4,800","￥5,000代",0,,,,,向谷実,,シブサワ・コウ,
1999-08-05,コナミ,アザーライフアザードリームスGB,2,6,RPG,"￥4,300","￥4,500代",0,,堀尾健一郎,函館次郎|堀尾健一郎|小木曽一公|石川和男|菊地雄治|長倉政章,堀尾健一郎|山田耕司|服部桂介,田廻弘志,山田耕司|堀尾健一郎,北上一三,
1999-08-06,ハドソン,ポケットファミリーGB2,3,7,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-08-06,ビクターインタラクティブソフトウェア,牧場物語GB2,2,7,SLG,"￥3,980","￥4,000代",0,,,,和田康宏|まつやまいぐさ,,,和田康宏,
1999-08-10,任天堂,マリオゴルフGB,3,7,SPT,"￥3,800","￥4,000代",0,,,,,,,,
1999-08-13,ジャレコ,Get虫'倶楽部みんなの昆虫大図鑑,2,6,ETC,"￥4,400","￥4,500代",0,,,,,,,,
1999-08-13,エポック社,JリーグエキサイトステージGB,3,6,SPT,"￥3,980","￥4,000代",0,,,,,,,,
1999-08-13,ケムコ,シャドウゲイトリターン,2,6,ADV,"￥3,980","￥4,000代",0,,デヴィッド・マーシュ|カール・ローロフス,,,,,スコット・バーフィールド,
1999-08-27,コンパイル,ぷよぷよ外伝ぷよウォーズ,2,6,SLG,"￥3,980","￥4,000代",0,,,,,ナオト・インティライミ(作詞・作曲),,,
1999-08-27,アルトロン,バックギャモン,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-09-03,パック・イン・ソフト,まじょっコマリちゃんのきせかえ物語,2,7,ETC,"￥3,800","￥4,000代",0,,,,,,,,
1999-09-10,アトラス,ぐるぐるガラクターズ,2,6,RPG,"￥4,300","￥4,500代",0,,,,,,,,
1999-09-10,スターフィッシュ,テュロック2～時空戦士～,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1999-09-23,タイトー,かわいいペットショップ物語,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-09-23,エニックス,ドラゴンクエスト1・2,2,7,RPG,"￥4,900","￥5,000代",0,,,,堀井雄二|鳥山明,すぎやまこういち,堀井雄二,青海亮太,
1999-09-24,イマジニア,合格ボーイシリーズ■いアタマを●くする。国語バトル編,1,4,ETC,"￥2,680","￥2,500代",0,,,,,,,,
1999-10-01,キッド,フロントロウ,3,6,RCG,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-01,バンプレスト,スーパーロボット大戦リンクバトラー,2,6,SLG,"￥4,500","￥4,500代",0,,,,,,,,
1999-10-08,ツクダオリジナル,オセロミレニアム,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-08,ボトムアップ,スーパーリアルフィッシング,3,6,SPT,"￥4,500","￥4,500代",0,,,,,,,,
1999-10-08,バンプレスト,格闘料理伝説ビストロレシピ激闘フードバトル編,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-14,スパイク,V-RALLYチャンピオンシップエディション,3,6,RCG,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-15,エポック社,シルバニアファミリー～おとぎの国のペンダント～,2,7,ADV,"￥3,980","￥4,000代",0,,,,,,吉田秋生,,
1999-10-15,ケムコ,ディジャブ1＆2TheCasebooksofAceHarding,3,6,ADV,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-15,エム・ティー・オー,ポケットGT,3,6,RCG,"￥3,980","￥4,000代",0,,,,,高野寛|福廣秀一朗(リバイバル),遊川和彦|菅良幸|山岡潤平(リバイバル),安藤和久|河西秀幸|田端綾子,
1999-10-21,コナミ,銃鋼戦記バレットバトラー,2,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
1999-10-22,タム,アクアライフ,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-22,タイトー,クイックスアドベンチャー,3,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-22,アテナ,夜光虫GB,3,7,SLG,"￥3,800","￥4,000代",0,,,,,,,,
1999-10-29,スターフィッシュ,ウィザードリィエンパイア,3,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-29,イマジニア,ウェットリスGB,2,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-29,キッド,ゴルフだいすき！Let'sPlayGOLF,2,7,SPT,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-29,ジョルダン,ハムスター倶楽部,2,7,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-10-29,イマジニア,メダロット2パーツコレクション,2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-11-05,イマジニア,合格ボーイシリーズ■いアタマを●くする。理科バトル編,1,4,ETC,"￥2,680","￥2,500代",0,,,,,,,,
1999-11-05,メディアファクトリー,コラムスGB～手塚キャラクターズ～,2,5,PZL,"￥3,800","￥4,000代",0,,,,,,,,
1999-11-12,エポック社,R-TYPEDX,2,6,SHT,"￥3,980","￥4,000代",0,,,,,,,,
1999-11-12,カプコン,テトリスアドベンチャーすすめミッキーと仲間たち,3,6,PZL,"￥3,800","￥4,000代",0,,,,,,,,
1999-11-21,任天堂,ポケットモンスター金,2,6,RPG,"￥3,800","￥4,000代",353,,田尻智|増田順一(サブディレクター),渡辺哲也|森本茂樹|玉田荘介|太田健程,田尻智|西野弘二|森本茂樹|増田順一|松島賢二|杉森建|藤原基史|森本茂樹|にしだあつこ|吉田宏信|斉藤むねお|太田敏|吉川玲奈|奥谷順|岩下明日香|渡辺哲也,増田順一|一之瀬剛,松宮稔展|松島賢二,出石武宏|川口孝司|石原恒和|山内溥,
1999-11-21,任天堂,ポケットモンスター銀,2,6,RPG,"￥3,800","￥4,000代",364,,,,,,,,
1999-11-25,コナミ,ビートマニアGB2ガッチャミックス,2,6,ETC,"￥4,300","￥4,500代",0,,,,,,,,
1999-11-25,コナミ,筋肉番付GB～挑戦者はキミだ！～,2,6,ETC,"￥4,500","￥4,500代",0,,,,,,,,
1999-11-26,アルトロン,リトルマジック,3,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-03,バンプレスト,ザ・グレイトバトルPOCKET,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-03,ピノチオ,それいけ！アンパンマン不思議なニコニコアルバム,2,6,ETC,"￥4,300","￥4,500代",0,,,,,,,,
1999-12-10,BPS,スーパーボンブリスDX,2,4,PZL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-10,ボトムアップ,グランデュエル～深きダンジョンの秘宝～,3,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
1999-12-10,スターフィッシュ,スーパーブラックバス～リアル・ファイト～,3,8,SPT,"￥4,500","￥4,500代",0,,,,,,,,
1999-12-10,エム・ティー・オー,みんなの将棋-初級編-,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-10,バンプレスト,格闘料理伝説ビストロレシピ～決闘★ビストガルム編～,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-10,サイバーフロント,電車でGO！,3,8,SLG,"￥4,200","￥4,000代",0,,,,,,,,
1999-12-16,コナミ,がんばれゴエモン～もののけ道中飛び出せ鍋奉行！～,2,7,RPG,"￥4,500","￥4,500代",0,,堀江浩司,堂前嘉樹|片岡健一|中塚公彦,堀江浩司|片岡健一|難波和宏|叶地規代子,戸島壮太郎|岩切剛丈,,蛭子悦延,
1999-12-17,コーエー,スウィートアンジェ,2,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-17,ケムコ,トップギア・ポケット2,3,6,RCG,"￥4,200","￥4,000代",0,,,,,,,,
1999-12-17,ボトムアップ,ポケットカラー麻雀,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-17,ハドソン,ボンバーマンMAX-闇の戦士-,3,7,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-17,ハドソン,ボンバーマンMAX-光の勇者-,3,7,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-17,カルチャーブレーン,女流雀士に挑戦GB～私達に挑戦してネ！,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-22,BOSSコミュニケーションズ,パチンコ必勝ガイドデータの王様,2,6,TBL,"￥4,980","￥5,000代",0,,Anton Prydatko(Guy),Anton Prydatko|Alexander J. Lin|Matthew Dale|Michael Miko,Character Design :|シエラ|Visual Design :|Anton Prydatko(Guy)|Sound Design :|ak+q|N²|Design Support :|Khronetic,,,Anton Prydatko(Guy),
1999-12-22,カルチャーブレーン,飛龍の拳烈伝GB,3,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-22,ボトムアップ,ポケットカラートランプ,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-23,スターフィッシュ,ハリウッドピンボール,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,トミー,踊る天才ペット！DancingFurby,2,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,カルチャーブレーン,スーパーチャイニーズファイターEX,3,6,ACT,"￥3,900","￥4,000代",0,,,,,,,,
1999-12-24,ボトムアップ,ポケットカラービリヤード,3,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,テクモ,モンスターファームバトルカードGB,2,7,SLG,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,ハドソン,ロボットポンコッツ月バージョン,2,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,カプコン,爆走戦記メタルウォーカーGB～鋼鉄の友情～,2,6,RPG,"￥4,300","￥4,500代",0,,,,,,,,
1999-12-24,キングレコード,機動戦艦ナデシコルリルリ麻雀,3,7,TBL,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-25,Jウィング,倉庫番伝説光と闇の国,2,6,PZL,"￥4,300","￥4,500代",0,,,,,,,,
1999-12-25,コナミ,おわらいよゐこのげえむ道～オヤジ探して三丁目～,2,6,AVG,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-01,サンソフト,ダフィーダックすべってころんで大金持ち,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2000-01-08,イマジニア,エリーのアトリエGB～ザールブルグの妖精錬金術師,2,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-08,イマジニア,マリーのアトリエGB～ザールブルグの妖精錬金術師,2,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-15,イマジニア,ジャックの大冒険～大魔王の逆襲～,2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2000-01-27,コナミ,ハイパーオリンピックウィンター2000,3,6,SPT,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-28,任天堂,ドンキーコングGBディンキーコング＆ディクシーコング,3,6,ACT,"￥3,800","￥4,000代",0,,,マーク・ウィルソン,アンドリュー・コラード|ポール・ウェイバー|マーク・スティーヴンソン,イーブリン・フィッシャー|デビッド・ワイズ,,アンドリュー・コラード,
2000-01-28,MTO,なかよしペットシリーズ1かわいいハムスター,2,6,SLG,"￥3,980","￥4,000代",0,,浅沼穣,五反田義治,則本真樹|MEIMU,桜庭統,五反田義治,山岸功典,
2000-02-04,メディアファクトリー,Bビーダマン爆外伝Vファイナル・メガ・チューン,3,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2000-02-11,Jウィング,語楽王TANGO！,2,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
2000-02-18,タム,ポケットビリヤードファンクthe9ボール,3,6,SPT,"￥3,980","￥4,000代",0,,,,,,,,
2000-02-18,カルチャーブレーン,本格対戦将棋『歩』,2,6,TBL,"￥3,900","￥4,000代",0,,,,,,,,
2000-02-21,任天堂,トレード＆バトルカードヒーロー,2,7,RPG,"￥3,800","￥4,000代",0,,,,,,,,
2000-02-24,ビデオシステム,F-1WORLDGRANDPRIXforGAMEBOYCOLORII,3,6,RCG,"￥4,300","￥4,500代",0,,,,,,,,
2000-02-25,カルチャーブレーン,プロ麻雀「兵」GB2,3,6,RPG,"￥3,900","￥4,000代",0,,,,,,,,
2000-02-25,サンソフト,メタファイトEX,3,6,ACT,"￥3,980","￥4,000代",0,,東谷浩明,のうつよし|やすだてつのり,KOBEBEAR,すだあきら,,浅田明弘,
2000-02-25,コーエー,メタモード,3,7,RPG,"￥4,500","￥4,500代",0,,,きただゆきひろ|古澤正紀|夏目哲宏,徳永清孝|内藤亜希子|上田聡子|こだまきこ|たはらともみ|はぬまあん|藤真つかさ,本間雅明|スタジオクリシェ,,後藤彰|うえのしょうぞう,
2000-02-25,カルチャーブレーン,本格花札GB,3,6,TBL,"￥4,500","￥4,500代",0,,,,,,,,
2000-02-25,バンプレスト,名探偵コナンからくり寺院殺人事件,2,6,AVG,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-08,エポック社,ドラえもんメモリーズのび太の想い出大冒険,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-08,イマジニア,メダロット・カードロボトル(カブトバージョン),2,7,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-08,イマジニア,メダロット・カードロボトル(クワガタバージョン),2,7,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-08,Jウィング,突撃！パッパラ隊,2,8,SHT,"￥4,500","￥4,500代",0,,,,小林ゆかり,増田隆宣,,,
2000-03-08,エポック社,プロ野球シミュレーションポケットプロ野球,3,7,SLG,"￥3,980","￥4,000代",0,,,,,,,小沢健二,
2000-03-17,イマジニア,合格ボーイGOLD■いアタマを●くする。国語算数理科社会常識の書,1,6,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-17,イマジニア,合格ボーイGOLD■いアタマを●くする。国語算数理科社会難問の書,1,6,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-17,アスキー,RPGツクールGB,3,7,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2000-03-17,エポック社,シルバニアメロディー～森の仲間と踊りましょ！～,2,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-17,カプコン,パズループ,2,6,PZL,"￥3,800","￥4,000代",0,,,よしむらみつお|赤石昭宏,赤石昭宏,,,,
2000-03-17,アトラス,ハムスターパラダイス2(ちゅー),3,7,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-17,Jウィング,ポケットプロレスパーフェクトレスラー,3,7,SPT,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-17,エポック社,マクロス7-銀河のハートを奮わせろ！-,3,7,SHT,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-21,任天堂,ワリオランド3不思議なオルゴール,3,7,ACT,"￥3,800","￥4,000代",0,,細川豪彦,山中勝|山野勝也|尾崎亘洋|香月良昇,清武博二|真下雅彦|上田正二|平野勲|佐野伸也,石川こずえ,,出石武宏,
2000-03-23,コナミ,サイボーグクロちゃん～デビル復活！！～,3,6,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-24,シスコンエンタテイメント,Disney'sTARZAN,3,7,ACT,"￥4,300","￥4,500代",0,,,,,,,,
2000-03-24,タイトー,さるパンチャー,2,7,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-24,ビクターインタラクティブソフトウェア,じゃがいぬくん,2,6,ACT,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-24,エム・ティー・オー,なかよしペットシリーズ2かわいいウサギ,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,大沢伸一,
